standard_code,standard_normalized,r_category,r_category_name,basis
19100147 E02 I,1910.0147,R3,能量隔离与上锁挂牌,1910.147 上锁挂牌LOTO Subpart J
19100147 E03,1910.0147,R3,能量隔离与上锁挂牌,1910.147 上锁挂牌LOTO Subpart J
19100147 F01,1910.0147,R3,能量隔离与上锁挂牌,1910.147 上锁挂牌LOTO Subpart J
19100147 F02    I,1910.0147,R3,能量隔离与上锁挂牌,1910.147 上锁挂牌LOTO Subpart J
19100147 F02 I,1910.0147,R3,能量隔离与上锁挂牌,1910.147 上锁挂牌LOTO Subpart J
19100147 F02 II,1910.0147,R3,能量隔离与上锁挂牌,1910.147 上锁挂牌LOTO Subpart J
19100147 F03   IID,1910.0147,R3,能量隔离与上锁挂牌,1910.147 上锁挂牌LOTO Subpart J
19100147 F03 I,1910.0147,R3,能量隔离与上锁挂牌,1910.147 上锁挂牌LOTO Subpart J
19100147 F03 II,1910.0147,R3,能量隔离与上锁挂牌,1910.147 上锁挂牌LOTO Subpart J
19100147 F03 II C,1910.0147,R3,能量隔离与上锁挂牌,1910.147 上锁挂牌LOTO Subpart J
19100147 F03 II D,1910.0147,R3,能量隔离与上锁挂牌,1910.147 上锁挂牌LOTO Subpart J
19100147 F04,1910.0147,R3,能量隔离与上锁挂牌,1910.147 上锁挂牌LOTO Subpart J
19260417 A,1926.0417,R3,能量隔离与上锁挂牌,1926.417 上锁挂牌LOTO Subpart K
19260417 B,1926.0417,R3,能量隔离与上锁挂牌,1926.417 上锁挂牌LOTO Subpart K
19260417 C,1926.0417,R3,能量隔离与上锁挂牌,1926.417 上锁挂牌LOTO Subpart K
19100023 A02,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 A03,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 A03 I,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 A03 II,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 A05,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 A06,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 A07,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 A08,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 A08 II,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 A09,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 B01,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 B01    I,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 B01 I,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 B04,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 B06,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 B08,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 B09,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 B10,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 B13,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 C01,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 C01    I,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 C01 I,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 C02,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 C03,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 C04,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 C07 I,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 C07 II,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 C08,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 C09,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 C11,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 C13,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 D01,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 D01    I,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 D01   II,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 D01   IV,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 D01  III,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 D01 III,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 D01 IV,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 D01I,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 D01II,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 D02,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 D04,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 E01,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 E02,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 E03   IV,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 E03 III,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 E03 IV,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 E03 V B,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100023 E04,1910.0023,R4,高处作业与坠落防护,1910.23 梯子/楼梯/坠落防护Subpart D
19100024 D,1910.0024,R4,高处作业与坠落防护,1910.24 梯子/楼梯/坠落防护Subpart D
19100024 F,1910.0024,R4,高处作业与坠落防护,1910.24 梯子/楼梯/坠落防护Subpart D
19100024 G,1910.0024,R4,高处作业与坠落防护,1910.24 梯子/楼梯/坠落防护Subpart D
19100024 H,1910.0024,R4,高处作业与坠落防护,1910.24 梯子/楼梯/坠落防护Subpart D
19100025 B01,1910.0025,R4,高处作业与坠落防护,1910.25 梯子/楼梯/坠落防护Subpart D
19100025 B03,1910.0025,R4,高处作业与坠落防护,1910.25 梯子/楼梯/坠落防护Subpart D
19100025 C,1910.0025,R4,高处作业与坠落防护,1910.25 梯子/楼梯/坠落防护Subpart D
19100025 D02 XX,1910.0025,R4,高处作业与坠落防护,1910.25 梯子/楼梯/坠落防护Subpart D
19100026 C02  VII,1910.0026,R4,高处作业与坠落防护,1910.26 梯子/楼梯/坠落防护Subpart D
19100026 C02 VII,1910.0026,R4,高处作业与坠落防护,1910.26 梯子/楼梯/坠落防护Subpart D
19100026 C03  III,1910.0026,R4,高处作业与坠落防护,1910.26 梯子/楼梯/坠落防护Subpart D
19100026 C03  VII,1910.0026,R4,高处作业与坠落防护,1910.26 梯子/楼梯/坠落防护Subpart D
19100026 C03 I,1910.0026,R4,高处作业与坠落防护,1910.26 梯子/楼梯/坠落防护Subpart D
19100026 C03 III,1910.0026,R4,高处作业与坠落防护,1910.26 梯子/楼梯/坠落防护Subpart D
19100026 C03 VII,1910.0026,R4,高处作业与坠落防护,1910.26 梯子/楼梯/坠落防护Subpart D
19100027 A,1910.0027,R4,高处作业与坠落防护,1910.27 梯子/楼梯/坠落防护Subpart D
19100027 C01,1910.0027,R4,高处作业与坠落防护,1910.27 梯子/楼梯/坠落防护Subpart D
19100027 C04,1910.0027,R4,高处作业与坠落防护,1910.27 梯子/楼梯/坠落防护Subpart D
19100027 C05,1910.0027,R4,高处作业与坠落防护,1910.27 梯子/楼梯/坠落防护Subpart D
19100027 D01    I,1910.0027,R4,高处作业与坠落防护,1910.27 梯子/楼梯/坠落防护Subpart D
19100027 D02,1910.0027,R4,高处作业与坠落防护,1910.27 梯子/楼梯/坠落防护Subpart D
19100028 A01,1910.0028,R4,高处作业与坠落防护,1910.28 坠落防护Subpart D
19100028 A06,1910.0028,R4,高处作业与坠落防护,1910.28 坠落防护Subpart D
19100028 A11,1910.0028,R4,高处作业与坠落防护,1910.28 坠落防护Subpart D
19100028 B01 I,1910.0028,R4,高处作业与坠落防护,1910.28 坠落防护Subpart D
19100028 B01 I A,1910.0028,R4,高处作业与坠落防护,1910.28 坠落防护Subpart D
19100028 B01 I C,1910.0028,R4,高处作业与坠落防护,1910.28 坠落防护Subpart D
19100028 B02 I,1910.0028,R4,高处作业与坠落防护,1910.28 坠落防护Subpart D
19100028 B02 II,1910.0028,R4,高处作业与坠落防护,1910.28 坠落防护Subpart D
19100028 B03 I,1910.0028,R4,高处作业与坠落防护,1910.28 坠落防护Subpart D
19100028 B03 I A,1910.0028,R4,高处作业与坠落防护,1910.28 坠落防护Subpart D
19100028 B03 II,1910.0028,R4,高处作业与坠落防护,1910.28 坠落防护Subpart D
19100028 B06 I,1910.0028,R4,高处作业与坠落防护,1910.28 坠落防护Subpart D
19100028 B07,1910.0028,R4,高处作业与坠落防护,1910.28 坠落防护Subpart D
19100028 B11 I,1910.0028,R4,高处作业与坠落防护,1910.28 坠落防护Subpart D
19100028 B11 II,1910.0028,R4,高处作业与坠落防护,1910.28 坠落防护Subpart D
19100028 B13 I,1910.0028,R4,高处作业与坠落防护,1910.28 坠落防护Subpart D
19100028 B13 II,1910.0028,R4,高处作业与坠落防护,1910.28 坠落防护Subpart D
19100028 B13 III B,1910.0028,R4,高处作业与坠落防护,1910.28 坠落防护Subpart D
19100028 B15,1910.0028,R4,高处作业与坠落防护,1910.28 坠落防护Subpart D
19100028 C,1910.0028,R4,高处作业与坠落防护,1910.28 坠落防护Subpart D
19100028 D13,1910.0028,R4,高处作业与坠落防护,1910.28 坠落防护Subpart D
19100028 F17,1910.0028,R4,高处作业与坠落防护,1910.28 坠落防护Subpart D
19100029 A02,1910.0029,R4,高处作业与坠落防护,1910.29 坠落防护Subpart D
19100029 B01,1910.0029,R4,高处作业与坠落防护,1910.29 坠落防护Subpart D
19100029 B02,1910.0029,R4,高处作业与坠落防护,1910.29 坠落防护Subpart D
19100029 B02 I,1910.0029,R4,高处作业与坠落防护,1910.29 坠落防护Subpart D
19100029 B03,1910.0029,R4,高处作业与坠落防护,1910.29 坠落防护Subpart D
19100029 B10,1910.0029,R4,高处作业与坠落防护,1910.29 坠落防护Subpart D
19100029 B11,1910.0029,R4,高处作业与坠落防护,1910.29 坠落防护Subpart D
19100029 B13,1910.0029,R4,高处作业与坠落防护,1910.29 坠落防护Subpart D
19100029 B13 I,1910.0029,R4,高处作业与坠落防护,1910.29 坠落防护Subpart D
19100029 F04,1910.0029,R4,高处作业与坠落防护,1910.29 坠落防护Subpart D
19100029 K01 I,1910.0029,R4,高处作业与坠落防护,1910.29 坠落防护Subpart D
19100067 B01,1910.0067,R4,高处作业与坠落防护,1910.67 升降平台Subpart F
19100067 B02,1910.0067,R4,高处作业与坠落防护,1910.67 升降平台Subpart F
19100067 C02    V,1910.0067,R4,高处作业与坠落防护,1910.67 升降平台Subpart F
19100067 C02   II,1910.0067,R4,高处作业与坠落防护,1910.67 升降平台Subpart F
19100067 C02   IV,1910.0067,R4,高处作业与坠落防护,1910.67 升降平台Subpart F
19100067 C02   IX,1910.0067,R4,高处作业与坠落防护,1910.67 升降平台Subpart F
19100067 C02  VII,1910.0067,R4,高处作业与坠落防护,1910.67 升降平台Subpart F
19100067 C02 I,1910.0067,R4,高处作业与坠落防护,1910.67 升降平台Subpart F
19100067 C02 II,1910.0067,R4,高处作业与坠落防护,1910.67 升降平台Subpart F
19100067 C02 III,1910.0067,R4,高处作业与坠落防护,1910.67 升降平台Subpart F
19100067 C02 IV,1910.0067,R4,高处作业与坠落防护,1910.67 升降平台Subpart F
19100067 C02 V,1910.0067,R4,高处作业与坠落防护,1910.67 升降平台Subpart F
19100067 C02 VI,1910.0067,R4,高处作业与坠落防护,1910.67 升降平台Subpart F
19100067 C02 VII,1910.0067,R4,高处作业与坠落防护,1910.67 升降平台Subpart F
19100067 C02 VIII,1910.0067,R4,高处作业与坠落防护,1910.67 升降平台Subpart F
19100067 C02 XI,1910.0067,R4,高处作业与坠落防护,1910.67 升降平台Subpart F
19100067 C02 XII,1910.0067,R4,高处作业与坠落防护,1910.67 升降平台Subpart F
19100067 C02IV,1910.0067,R4,高处作业与坠落防护,1910.67 升降平台Subpart F
19100067 C02V,1910.0067,R4,高处作业与坠落防护,1910.67 升降平台Subpart F
19100067 C03,1910.0067,R4,高处作业与坠落防护,1910.67 升降平台Subpart F
19260451 A01,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 A06,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 B01,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 B01 I,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 B01 II,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 B02,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 B02    I,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 B02 II,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 B04,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 B05    I,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 B05 II,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 B10,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 C01,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 C01   II,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 C01  III,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 C02,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 C02    V,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 C02   IV,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 C02 III,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 C02 IV,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 C02 V,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 C03,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 D05  III,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 D09,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 E01,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 E05    I,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 E06,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 E08,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 F01,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 F03,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 F04,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 F06,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 F07,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 F08,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 F12,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 F14,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 F15,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 G01,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 G01    I,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 G01   IV,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 G01  VII,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 G01 I,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 G01 II,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 G01 III,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 G01 V,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 G01 VI,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 G01 VII,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 G01 VIII,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 G02,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 G03,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 G03    I,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 G04,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 G04    I,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 G04   II,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 G04   IV,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 G04   IX,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 G04  III,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 G04 I,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 G04 II,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 G04 III,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 G04 IV,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 G04 IX,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 G04 VII,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 G04 VIII,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 G04I,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 H01,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 H02,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 H02    I,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 H02 I,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260451 H02 II,1926.0451,R4,高处作业与坠落防护,1926.451 脚手架Subpart L
19260452 C02,1926.0452,R4,高处作业与坠落防护,1926.452 脚手架Subpart L
19260452 J02,1926.0452,R4,高处作业与坠落防护,1926.452 脚手架Subpart L
19260452 W01,1926.0452,R4,高处作业与坠落防护,1926.452 脚手架Subpart L
19260452 W02,1926.0452,R4,高处作业与坠落防护,1926.452 脚手架Subpart L
19260452 W06,1926.0452,R4,高处作业与坠落防护,1926.452 脚手架Subpart L
19260452 W06    I,1926.0452,R4,高处作业与坠落防护,1926.452 脚手架Subpart L
19260452 W06    V,1926.0452,R4,高处作业与坠落防护,1926.452 脚手架Subpart L
19260452 W06 I,1926.0452,R4,高处作业与坠落防护,1926.452 脚手架Subpart L
19260452 W06 III,1926.0452,R4,高处作业与坠落防护,1926.452 脚手架Subpart L
19260452 W07,1926.0452,R4,高处作业与坠落防护,1926.452 脚手架Subpart L
19260452 W09,1926.0452,R4,高处作业与坠落防护,1926.452 脚手架Subpart L
19260452 W10,1926.0452,R4,高处作业与坠落防护,1926.452 脚手架Subpart L
