standard_code,standard_normalized,r_category,r_category_name,basis
3212(D)(1),3212(D)(1),R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
3212(E),3212(E),R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
3212(E)(6)(C),3212(E)(6)(C),R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
3212(F),3212(F),R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
3301 F,3301 F,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3301(C),3301(C),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3302(A),3302(A),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3303,3303,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3310(D),3310(D),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3314 A,3314 A,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3314 C,3314 C,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3314 C01,3314 C01,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3314 G,3314 G,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3314 G01,3314 G01,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3314 G01    D,3314 G01    D,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3314 G02    A,3314 G02    A,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3314 H,3314 H,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3314 H03,3314 H03,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3314 I,3314 I,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3314 J,3314 J,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3314 J01,3314 J01,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3314 J02,3314 J02,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3314 J03,3314 J03,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3314 J04,3314 J04,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3314 L01,3314 L01,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3314(A),3314(A),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3314(C),3314(C),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3314(C)(1),3314(C)(1),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3314(D),3314(D),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3314(G),3314(G),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3314(G)(1),3314(G)(1),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3314(G)(1)(B),3314(G)(1)(B),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3314(G)(2),3314(G)(2),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3314(G)(2)(A),3314(G)(2)(A),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3314(H),3314(H),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3314(H)(2),3314(H)(2),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3314(J),3314(J),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3314(J)(3),3314(J)(3),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3314(K),3314(K),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3314(L),3314(L),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3314(L)(1),3314(L)(1),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3314(L)(2),3314(L)(2),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3314(L)(4),3314(L)(4),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3317(A),3317(A),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3317(C),3317(C),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3319 E,3319 E,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3321 A,3321 A,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3321(A),3321(A),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3324(A),3324(A),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3325 E,3325 E,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3328 A,3328 A,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3328 B,3328 B,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3328 C,3328 C,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3328 E,3328 E,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3328 F,3328 F,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3328(A),3328(A),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3328(A)(2),3328(A)(2),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3328(B),3328(B),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3328(C),3328(C),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3328(E),3328(E),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3328(F),3328(F),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3328(G),3328(G),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3329(A),3329(A),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3329(B),3329(B),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3329(D),3329(D),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3329(E),3329(E),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3330(A),3330(A),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3339 A,3339 A,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3339(B),3339(B),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3340(C)(2)(A),3340(C)(2)(A),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3340(E),3340(E),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3362 A,3362 A,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3362 F,3362 F,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3362 G,3362 G,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3362(F),3362(F),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3363(A),3363(A),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3364 A,3364 A,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3364(A),3364(A),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3364(B),3364(B),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3366 D,3366 D,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3366 E,3366 E,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3366(A),3366(A),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3368(D),3368(D),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3396(I)(5),3396(I)(5),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3400 A,3400 A,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3400 B,3400 B,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3400 C,3400 C,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3400 D,3400 D,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3400(B),3400(B),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3400(C),3400(C),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3400(F),3400(F),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3400(F)(1),3400(F)(1),R9,其他或尚未分类,非1910/1926系列标准-无法分类
341.1(H)(2)(B),341.1(H)(2)(B),R9,其他或尚未分类,非1910/1926系列标准-无法分类
341.4,341.4,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3410001 H01,3410001 H01,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3410001 H02    B,3410001 H02    B,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3410004,3410004,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3413 A,3413 A,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3416(F),3416(F),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3421 B,3421 B,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3421 C,3421 C,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3421(F),3421(F),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3427 A04,3427 A04,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3427 B02,3427 B02,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3500210,3500210,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3556(B),3556(B),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3562(E),3562(E),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3577 E,3577 E,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3577(B),3577(B),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3578 G,3578 G,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3583 A,3583 A,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3638 A,3638 A,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3638 A01,3638 A01,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3638 D,3638 D,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3638(A),3638(A),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3638(A)(1),3638(A)(1),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3638(D),3638(D),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3640 A D,3640 A D,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3642 D,3642 D,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3642(A),3642(A),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3646 E,3646 E,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3646 L01,3646 L01,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3646(A)(3),3646(A)(3),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3646(B),3646(B),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3646(C),3646(C),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3646(D),3646(D),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3646(E),3646(E),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3646(L),3646(L),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3646(L)(1),3646(L)(1),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3650 T01,3650 T01,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3650 T07,3650 T07,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3650 T09,3650 T09,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3650 T17,3650 T17,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3650(B)(4),3650(B)(4),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3650(D),3650(D),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3650(L),3650(L),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3650(S),3650(S),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3650(T)(12),3650(T)(12),R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
3650(T)(16),3650(T)(16),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3650(T)(26),3650(T)(26),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3650(T)(33),3650(T)(33),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3650(T)(6),3650(T)(6),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3650(T)(7),3650(T)(7),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3650(T)(9),3650(T)(9),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3650(U),3650(U),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3653 A,3653 A,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3653(A),3653(A),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3657(A),3657(A),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3657(B)(2),3657(B)(2),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3657(E),3657(E),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3657(J)(1),3657(J)(1),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3657(J)(3),3657(J)(3),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3657(K)(4),3657(K)(4),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3659 A,3659 A,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3659(A),3659(A),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3664 A,3664 A,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3664(A),3664(A),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3664(B),3664(B),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3664(C),3664(C),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3666(A),3666(A),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3668 A01,3668 A01,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3668 D02,3668 D02,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3668 F,3668 F,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3668(A),3668(A),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3668(A)(2),3668(A)(2),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3668(C)(1),3668(C)(1),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3668(D)(2),3668(D)(2),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3668(F),3668(F),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3702 R,3702 R,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3703,3703,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3704,3704,R9,其他或尚未分类,非1910/1926系列标准-无法分类
3706(A),3706(A),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3944(A),3944(A),R9,其他或尚未分类,非1910/1926系列标准-无法分类
3999(B),3999(B),R9,其他或尚未分类,非1910/1926系列标准-无法分类
40.1-51.1.A,40.1-51.1.A,R9,其他或尚未分类,非1910/1926系列标准-无法分类
40.1-51.1.D,40.1-51.1.D,R9,其他或尚未分类,非1910/1926系列标准-无法分类
40.1-51.1.D.II,40.1-51.1.D.II,R9,其他或尚未分类,非1910/1926系列标准-无法分类
40.1-51.1.D.III,40.1-51.1.D.III,R9,其他或尚未分类,非1910/1926系列标准-无法分类
4001,4001,R9,其他或尚未分类,非1910/1926系列标准-无法分类
4002 A,4002 A,R9,其他或尚未分类,非1910/1926系列标准-无法分类
4002(A),4002(A),R9,其他或尚未分类,非1910/1926系列标准-无法分类
4002304 A,4002304 A,R9,其他或尚未分类,非1910/1926系列标准-无法分类
4050 A,4050 A,R9,其他或尚未分类,非1910/1926系列标准-无法分类
4050(A),4050(A),R9,其他或尚未分类,非1910/1926系列标准-无法分类
4070 A,4070 A,R9,其他或尚未分类,非1910/1926系列标准-无法分类
4070(A),4070(A),R9,其他或尚未分类,非1910/1926系列标准-无法分类
408.10011,408.10011,R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.10036(1),408.10036(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.1011(A),408.1011(A),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.10114(2),408.10114(2),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.10456(2),408.10456(2),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.10632(5),408.10632(5),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.10685(3),408.10685(3),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.10685(4),408.10685(4),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.10731(1),408.10731(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.10835(3),408.10835(3),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.11211(1),408.11211(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.11211(1)(D),408.11211(1)(D),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.12151,408.12151,R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.12152(3),408.12152(3),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.12154(1),408.12154(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.12154(5),408.12154(5),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.12167(1),408.12167(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.12212(2),408.12212(2),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.12635(2),408.12635(2),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.12722(2),408.12722(2),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.12723,408.12723,R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.12724,408.12724,R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.13308(1),408.13308(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.13309(1),408.13309(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.13312(1),408.13312(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.13370(1),408.13370(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.13835(1),408.13835(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.13838(1),408.13838(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.13861(6),408.13861(6),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.15815(1),408.15815(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.15815(2),408.15815(2),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.15815(4),408.15815(4),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.15815(6),408.15815(6),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.15815(7),408.15815(7),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.15831,408.15831,R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.15833(4),408.15833(4),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.15833(5),408.15833(5),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.15836(1),408.15836(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.15836(2),408.15836(2),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.15839(1),408.15839(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.15839(4),408.15839(4),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.17211,408.17211,R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.17234(2),408.17234(2),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.17235(5),408.17235(5),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.17237(8),408.17237(8),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.22109(1),408.22109(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.22114(2)(A),408.22114(2)(A),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.22129(1),408.22129(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.22129(4),408.22129(4),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.22129(7),408.22129(7),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.22132(1),408.22132(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.22139(1),408.22139(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.22139(2),408.22139(2),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.22140(1),408.22140(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.22141(1),408.22141(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.22141(2),408.22141(2),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.22349(1),408.22349(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40114(1),408.40114(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40114(2),408.40114(2),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40114(2)(A),408.40114(2)(A),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40114(2)(B),408.40114(2)(B),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40114(2)(C),408.40114(2)(C),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40114(2)(F),408.40114(2)(F),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40115(1),408.40115(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40115(2),408.40115(2),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40115(2)(A),408.40115(2)(A),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40115(2)(B),408.40115(2)(B),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40119(1),408.40119(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40119(3),408.40119(3),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40121(1),408.40121(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40123,408.40123,R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40127(1),408.40127(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40129(1),408.40129(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40129(3),408.40129(3),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40129(5),408.40129(5),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40132(3),408.40132(3),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40132(4),408.40132(4),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40132(5),408.40132(5),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40132(6),408.40132(6),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40133(1),408.40133(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40133(2),408.40133(2),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40204(3),408.40204(3),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40205(3),408.40205(3),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40205(5),408.40205(5),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40206(1),408.40206(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40208,408.40208,R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40617(1),408.40617(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40617(2),408.40617(2),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40617(4),408.40617(4),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40617(5),408.40617(5),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40617A(1),408.40617A(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40622(1),408.40622(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40622(1)(C),408.40622(1)(C),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40622(2),408.40622(2),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40624(1),408.40624(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40624(1)(A),408.40624(1)(A),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40624(1)(B),408.40624(1)(B),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40625(2),408.40625(2),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40626(1),408.40626(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40626(4),408.40626(4),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40636(3),408.40636(3),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40636(4),408.40636(4),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40743(3),408.40743(3),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40751(2),408.40751(2),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40751(3),408.40751(3),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40761(4),408.40761(4),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40818(1),408.40818(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40831(5),408.40831(5),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40832(1),408.40832(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40833(1),408.40833(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40833(2),408.40833(2),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40833(4),408.40833(4),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40834(1)(B),408.40834(1)(B),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40835(7)(C),408.40835(7)(C),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40836(3),408.40836(3),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40837(2),408.40837(2),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40931(1),408.40931(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40931(2),408.40931(2),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40932(2),408.40932(2),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40932(4),408.40932(4),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40933(1),408.40933(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40933(2),408.40933(2),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40933(4),408.40933(4),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40941(1),408.40941(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40942(2),408.40942(2),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40944(2),408.40944(2),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.40945(5),408.40945(5),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.41006A,408.41006A,R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.41012A(1),408.41012A(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.41037E(7),408.41037E(7),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.41051A(1),408.41051A(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.41080(F)(1)(A)(I),408.41080(F)(1)(A)(I),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.41080(H)(1),408.41080(H)(1),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
408.41080(I)(11)(A),408.41080(I)(11)(A),R9,其他或尚未分类,密歇根州R 408 州计划标准-无官方分类表
