unique_key,stage,split,quarter,method_or_comparison,metric,value,source_file,source_row,source_column,source_sha256
data_flow|all|all|Inspection原始行|n|样本排除流.csv|2,data_flow,all,all,Inspection原始行,n,1365781,结果/01_数据审计/样本排除流.csv,2,n,41ad639b115e106b8a4ebdbaae95f5d7d6d6b83c33c932ee22ce2be3141fc2a9
split_audit|train|2015Q3|all|mature_negative|时间切分审计.csv|15,split_audit,train,2015Q3,all,mature_negative,116.0,结果/01_数据审计/时间切分审计.csv,15,mature_negative,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2015Q3|all|immature_open_case|时间切分审计.csv|15,split_audit,train,2015Q3,all,immature_open_case,0,结果/01_数据审计/时间切分审计.csv,15,immature_open_case,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2015Q3|all|immature_other|时间切分审计.csv|15,split_audit,train,2015Q3,all,immature_other,0,结果/01_数据审计/时间切分审计.csv,15,immature_other,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2015Q3|all|mature_total|时间切分审计.csv|15,split_audit,train,2015Q3,all,mature_total,231,结果/01_数据审计/时间切分审计.csv,15,mature_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2015Q3|all|mature_rate|时间切分审计.csv|15,split_audit,train,2015Q3,all,mature_rate,1.0,结果/01_数据审计/时间切分审计.csv,15,mature_rate,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2015Q3|all|n|时间切分审计.csv|15,split_audit,train,2015Q3,all,n,231,结果/01_数据审计/时间切分审计.csv,15,n,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2015Q3|all|positives|时间切分审计.csv|15,split_audit,train,2015Q3,all,positives,115.0,结果/01_数据审计/时间切分审计.csv,15,positives,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2015Q4|all|candidate_total|时间切分审计.csv|16,split_audit,train,2015Q4,all,candidate_total,192,结果/01_数据审计/时间切分审计.csv,16,candidate_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2015Q4|all|mature_positive|时间切分审计.csv|16,split_audit,train,2015Q4,all,mature_positive,122.0,结果/01_数据审计/时间切分审计.csv,16,mature_positive,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2015Q4|all|mature_negative|时间切分审计.csv|16,split_audit,train,2015Q4,all,mature_negative,70.0,结果/01_数据审计/时间切分审计.csv,16,mature_negative,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2015Q4|all|immature_open_case|时间切分审计.csv|16,split_audit,train,2015Q4,all,immature_open_case,0,结果/01_数据审计/时间切分审计.csv,16,immature_open_case,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2015Q4|all|immature_other|时间切分审计.csv|16,split_audit,train,2015Q4,all,immature_other,0,结果/01_数据审计/时间切分审计.csv,16,immature_other,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2015Q4|all|mature_total|时间切分审计.csv|16,split_audit,train,2015Q4,all,mature_total,192,结果/01_数据审计/时间切分审计.csv,16,mature_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2015Q4|all|mature_rate|时间切分审计.csv|16,split_audit,train,2015Q4,all,mature_rate,1.0,结果/01_数据审计/时间切分审计.csv,16,mature_rate,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2015Q4|all|n|时间切分审计.csv|16,split_audit,train,2015Q4,all,n,192,结果/01_数据审计/时间切分审计.csv,16,n,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2015Q4|all|positives|时间切分审计.csv|16,split_audit,train,2015Q4,all,positives,122.0,结果/01_数据审计/时间切分审计.csv,16,positives,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2016Q1|all|candidate_total|时间切分审计.csv|17,split_audit,train,2016Q1,all,candidate_total,230,结果/01_数据审计/时间切分审计.csv,17,candidate_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2016Q1|all|mature_positive|时间切分审计.csv|17,split_audit,train,2016Q1,all,mature_positive,122.0,结果/01_数据审计/时间切分审计.csv,17,mature_positive,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2016Q1|all|mature_negative|时间切分审计.csv|17,split_audit,train,2016Q1,all,mature_negative,107.0,结果/01_数据审计/时间切分审计.csv,17,mature_negative,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2016Q1|all|immature_open_case|时间切分审计.csv|17,split_audit,train,2016Q1,all,immature_open_case,1,结果/01_数据审计/时间切分审计.csv,17,immature_open_case,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2016Q1|all|immature_other|时间切分审计.csv|17,split_audit,train,2016Q1,all,immature_other,0,结果/01_数据审计/时间切分审计.csv,17,immature_other,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2016Q1|all|mature_total|时间切分审计.csv|17,split_audit,train,2016Q1,all,mature_total,229,结果/01_数据审计/时间切分审计.csv,17,mature_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2016Q1|all|mature_rate|时间切分审计.csv|17,split_audit,train,2016Q1,all,mature_rate,0.9956521739130436,结果/01_数据审计/时间切分审计.csv,17,mature_rate,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2016Q1|all|n|时间切分审计.csv|17,split_audit,train,2016Q1,all,n,229,结果/01_数据审计/时间切分审计.csv,17,n,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2016Q1|all|positives|时间切分审计.csv|17,split_audit,train,2016Q1,all,positives,122.0,结果/01_数据审计/时间切分审计.csv,17,positives,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2016Q2|all|candidate_total|时间切分审计.csv|18,split_audit,train,2016Q2,all,candidate_total,211,结果/01_数据审计/时间切分审计.csv,18,candidate_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2016Q2|all|mature_positive|时间切分审计.csv|18,split_audit,train,2016Q2,all,mature_positive,108.0,结果/01_数据审计/时间切分审计.csv,18,mature_positive,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2016Q2|all|mature_negative|时间切分审计.csv|18,split_audit,train,2016Q2,all,mature_negative,99.0,结果/01_数据审计/时间切分审计.csv,18,mature_negative,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2016Q2|all|immature_open_case|时间切分审计.csv|18,split_audit,train,2016Q2,all,immature_open_case,4,结果/01_数据审计/时间切分审计.csv,18,immature_open_case,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2016Q2|all|immature_other|时间切分审计.csv|18,split_audit,train,2016Q2,all,immature_other,0,结果/01_数据审计/时间切分审计.csv,18,immature_other,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2016Q2|all|mature_total|时间切分审计.csv|18,split_audit,train,2016Q2,all,mature_total,207,结果/01_数据审计/时间切分审计.csv,18,mature_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2016Q2|all|mature_rate|时间切分审计.csv|18,split_audit,train,2016Q2,all,mature_rate,0.981042654028436,结果/01_数据审计/时间切分审计.csv,18,mature_rate,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2016Q2|all|n|时间切分审计.csv|18,split_audit,train,2016Q2,all,n,207,结果/01_数据审计/时间切分审计.csv,18,n,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2016Q2|all|positives|时间切分审计.csv|18,split_audit,train,2016Q2,all,positives,108.0,结果/01_数据审计/时间切分审计.csv,18,positives,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2016Q3|all|candidate_total|时间切分审计.csv|19,split_audit,train,2016Q3,all,candidate_total,137,结果/01_数据审计/时间切分审计.csv,19,candidate_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2016Q3|all|mature_positive|时间切分审计.csv|19,split_audit,train,2016Q3,all,mature_positive,70.0,结果/01_数据审计/时间切分审计.csv,19,mature_positive,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2016Q3|all|mature_negative|时间切分审计.csv|19,split_audit,train,2016Q3,all,mature_negative,65.0,结果/01_数据审计/时间切分审计.csv,19,mature_negative,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2016Q3|all|immature_open_case|时间切分审计.csv|19,split_audit,train,2016Q3,all,immature_open_case,2,结果/01_数据审计/时间切分审计.csv,19,immature_open_case,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2016Q3|all|immature_other|时间切分审计.csv|19,split_audit,train,2016Q3,all,immature_other,0,结果/01_数据审计/时间切分审计.csv,19,immature_other,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2016Q3|all|mature_total|时间切分审计.csv|19,split_audit,train,2016Q3,all,mature_total,135,结果/01_数据审计/时间切分审计.csv,19,mature_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2016Q3|all|mature_rate|时间切分审计.csv|19,split_audit,train,2016Q3,all,mature_rate,0.9854014598540146,结果/01_数据审计/时间切分审计.csv,19,mature_rate,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2016Q3|all|n|时间切分审计.csv|19,split_audit,train,2016Q3,all,n,135,结果/01_数据审计/时间切分审计.csv,19,n,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2016Q3|all|positives|时间切分审计.csv|19,split_audit,train,2016Q3,all,positives,70.0,结果/01_数据审计/时间切分审计.csv,19,positives,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2016Q4|all|candidate_total|时间切分审计.csv|20,split_audit,train,2016Q4,all,candidate_total,174,结果/01_数据审计/时间切分审计.csv,20,candidate_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2016Q4|all|mature_positive|时间切分审计.csv|20,split_audit,train,2016Q4,all,mature_positive,96.0,结果/01_数据审计/时间切分审计.csv,20,mature_positive,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2016Q4|all|mature_negative|时间切分审计.csv|20,split_audit,train,2016Q4,all,mature_negative,78.0,结果/01_数据审计/时间切分审计.csv,20,mature_negative,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2016Q4|all|immature_open_case|时间切分审计.csv|20,split_audit,train,2016Q4,all,immature_open_case,0,结果/01_数据审计/时间切分审计.csv,20,immature_open_case,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2016Q4|all|immature_other|时间切分审计.csv|20,split_audit,train,2016Q4,all,immature_other,0,结果/01_数据审计/时间切分审计.csv,20,immature_other,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2016Q4|all|mature_total|时间切分审计.csv|20,split_audit,train,2016Q4,all,mature_total,174,结果/01_数据审计/时间切分审计.csv,20,mature_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2016Q4|all|mature_rate|时间切分审计.csv|20,split_audit,train,2016Q4,all,mature_rate,1.0,结果/01_数据审计/时间切分审计.csv,20,mature_rate,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2016Q4|all|n|时间切分审计.csv|20,split_audit,train,2016Q4,all,n,174,结果/01_数据审计/时间切分审计.csv,20,n,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2016Q4|all|positives|时间切分审计.csv|20,split_audit,train,2016Q4,all,positives,96.0,结果/01_数据审计/时间切分审计.csv,20,positives,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2017Q1|all|candidate_total|时间切分审计.csv|21,split_audit,train,2017Q1,all,candidate_total,232,结果/01_数据审计/时间切分审计.csv,21,candidate_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2017Q1|all|mature_positive|时间切分审计.csv|21,split_audit,train,2017Q1,all,mature_positive,134.0,结果/01_数据审计/时间切分审计.csv,21,mature_positive,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2017Q1|all|mature_negative|时间切分审计.csv|21,split_audit,train,2017Q1,all,mature_negative,98.0,结果/01_数据审计/时间切分审计.csv,21,mature_negative,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2017Q1|all|immature_open_case|时间切分审计.csv|21,split_audit,train,2017Q1,all,immature_open_case,0,结果/01_数据审计/时间切分审计.csv,21,immature_open_case,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2017Q1|all|immature_other|时间切分审计.csv|21,split_audit,train,2017Q1,all,immature_other,0,结果/01_数据审计/时间切分审计.csv,21,immature_other,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2017Q1|all|mature_total|时间切分审计.csv|21,split_audit,train,2017Q1,all,mature_total,232,结果/01_数据审计/时间切分审计.csv,21,mature_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2017Q1|all|mature_rate|时间切分审计.csv|21,split_audit,train,2017Q1,all,mature_rate,1.0,结果/01_数据审计/时间切分审计.csv,21,mature_rate,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2017Q1|all|n|时间切分审计.csv|21,split_audit,train,2017Q1,all,n,232,结果/01_数据审计/时间切分审计.csv,21,n,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2017Q1|all|positives|时间切分审计.csv|21,split_audit,train,2017Q1,all,positives,134.0,结果/01_数据审计/时间切分审计.csv,21,positives,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2017Q2|all|candidate_total|时间切分审计.csv|22,split_audit,train,2017Q2,all,candidate_total,208,结果/01_数据审计/时间切分审计.csv,22,candidate_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2017Q2|all|mature_positive|时间切分审计.csv|22,split_audit,train,2017Q2,all,mature_positive,114.0,结果/01_数据审计/时间切分审计.csv,22,mature_positive,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2017Q2|all|mature_negative|时间切分审计.csv|22,split_audit,train,2017Q2,all,mature_negative,94.0,结果/01_数据审计/时间切分审计.csv,22,mature_negative,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2017Q2|all|immature_open_case|时间切分审计.csv|22,split_audit,train,2017Q2,all,immature_open_case,0,结果/01_数据审计/时间切分审计.csv,22,immature_open_case,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2017Q2|all|immature_other|时间切分审计.csv|22,split_audit,train,2017Q2,all,immature_other,0,结果/01_数据审计/时间切分审计.csv,22,immature_other,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2017Q2|all|mature_total|时间切分审计.csv|22,split_audit,train,2017Q2,all,mature_total,208,结果/01_数据审计/时间切分审计.csv,22,mature_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2017Q2|all|mature_rate|时间切分审计.csv|22,split_audit,train,2017Q2,all,mature_rate,1.0,结果/01_数据审计/时间切分审计.csv,22,mature_rate,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2017Q2|all|n|时间切分审计.csv|22,split_audit,train,2017Q2,all,n,208,结果/01_数据审计/时间切分审计.csv,22,n,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2017Q2|all|positives|时间切分审计.csv|22,split_audit,train,2017Q2,all,positives,114.0,结果/01_数据审计/时间切分审计.csv,22,positives,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2017Q3|all|candidate_total|时间切分审计.csv|23,split_audit,train,2017Q3,all,candidate_total,188,结果/01_数据审计/时间切分审计.csv,23,candidate_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2017Q3|all|mature_positive|时间切分审计.csv|23,split_audit,train,2017Q3,all,mature_positive,111.0,结果/01_数据审计/时间切分审计.csv,23,mature_positive,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2017Q3|all|mature_negative|时间切分审计.csv|23,split_audit,train,2017Q3,all,mature_negative,76.0,结果/01_数据审计/时间切分审计.csv,23,mature_negative,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2017Q3|all|immature_open_case|时间切分审计.csv|23,split_audit,train,2017Q3,all,immature_open_case,1,结果/01_数据审计/时间切分审计.csv,23,immature_open_case,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2017Q3|all|immature_other|时间切分审计.csv|23,split_audit,train,2017Q3,all,immature_other,0,结果/01_数据审计/时间切分审计.csv,23,immature_other,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2017Q3|all|mature_total|时间切分审计.csv|23,split_audit,train,2017Q3,all,mature_total,187,结果/01_数据审计/时间切分审计.csv,23,mature_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2017Q3|all|mature_rate|时间切分审计.csv|23,split_audit,train,2017Q3,all,mature_rate,0.9946808510638298,结果/01_数据审计/时间切分审计.csv,23,mature_rate,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2017Q3|all|n|时间切分审计.csv|23,split_audit,train,2017Q3,all,n,187,结果/01_数据审计/时间切分审计.csv,23,n,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2017Q3|all|positives|时间切分审计.csv|23,split_audit,train,2017Q3,all,positives,111.0,结果/01_数据审计/时间切分审计.csv,23,positives,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2017Q4|all|candidate_total|时间切分审计.csv|24,split_audit,train,2017Q4,all,candidate_total,163,结果/01_数据审计/时间切分审计.csv,24,candidate_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2017Q4|all|mature_positive|时间切分审计.csv|24,split_audit,train,2017Q4,all,mature_positive,90.0,结果/01_数据审计/时间切分审计.csv,24,mature_positive,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2017Q4|all|mature_negative|时间切分审计.csv|24,split_audit,train,2017Q4,all,mature_negative,73.0,结果/01_数据审计/时间切分审计.csv,24,mature_negative,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2017Q4|all|immature_open_case|时间切分审计.csv|24,split_audit,train,2017Q4,all,immature_open_case,0,结果/01_数据审计/时间切分审计.csv,24,immature_open_case,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2017Q4|all|immature_other|时间切分审计.csv|24,split_audit,train,2017Q4,all,immature_other,0,结果/01_数据审计/时间切分审计.csv,24,immature_other,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2017Q4|all|mature_total|时间切分审计.csv|24,split_audit,train,2017Q4,all,mature_total,163,结果/01_数据审计/时间切分审计.csv,24,mature_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2017Q4|all|mature_rate|时间切分审计.csv|24,split_audit,train,2017Q4,all,mature_rate,1.0,结果/01_数据审计/时间切分审计.csv,24,mature_rate,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
